name,new_name,grid_id,grid_name,carnegie_id,carnegie_name
HARVARD-UNIV-&-SCI-POLICY-EXCHANGE,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-OFF-SUSTAINABIL,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-LIB-SYST,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-VANGUARD-MED-ASSOCIATES,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
SPH-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-&-CONSULTANT,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-PETERSHAM,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-CTR-AIDS-RES,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
ECON-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HSCRB-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-HLTH-SCI,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-HERBARIUM,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
US-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-GSAS,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-&-NBER,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-MA,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-MED-SCH-MGH-BWH,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
ARNOLD-ARBORETUM-&-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
BROAD-INST-HARVARD-UNIV-&-MASSACHUSETTS-INST-TEC,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
IQSS-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
FAS-HARVARD-UNIV,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-EXTENS,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-HKS,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
HARVARD-UNIV-MIT-MASSACHUSETTS-GEN-HOSP,HARVARD-UNIV,grid.38142.3c,Harvard University,166027,Harvard University
UNIV-MICHIGAN,UNIV-MICHIGAN,grid.214458.e,University of Michigan ,170976,University of Michigan 
STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-MED,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HOSP,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HOSP-&-CLIN,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MED-CTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MED-CNTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-LIBRARIES,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HLTH-CARE,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SOM,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MASS-SPECTROMETRY,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
H3646-STANFORD-UNIV-MED-CTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-PALO-ALTO,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
VA-PALO-ALTO-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MED-SCH,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
KIPAC-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
VET-AFFAIRS-&-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-PERINATAL-GENET,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
SLAC-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CARDIOVASC-MED,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-MED-&-CANC-CTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-STANFORD,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
AFFILIATE-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CALIF,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
LPCH-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
ELECT-ENGN-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
SUNCAT-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-&-MED-CTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-DEV-BIOL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MANAGEMENT-SCI-&-ENGN,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
VET-AFFAIRS-&-STANFORD-UNIV-MED-CTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CLIN,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
GENET-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SLEEP-MED,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HEALTHCARE,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
HEPL-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
L235-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-USGS,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-ENGN,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HEPL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-&-HOSP,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HOSP-&-CLINS,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
FREMONT-&-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
AMER-WEST-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-DISORDERS-SLEEP,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CTR-EXCELLENCE-SLEEP-DISORDERS,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SLAC,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
MAT-SCI-&-ENGN-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-DERMATOL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-&-EDUC-TECHNOL-&-SOCIAL-MEDIA-CONSU,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MAIN-QUAD,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HEALTHCARE-ALLIANCE,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-&-VET-AFFAIRS,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-PSYCHOL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HIS-BOOKS-INCLUDE-MOVING-TARGETS-NU,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CONSORTIUM,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MED-CTR-&-CANC-INST,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
WATER-WEST-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SLEEP-DISORDERS-CLIN,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
CALIF-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-EDUC,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-INFOLAB,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
PEDIAT-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
AFFILIATED-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
TOLANI-A-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-MEDICINE,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
COSMOL-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
ONCOL-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HHMI,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SAN-FRANCISCO-UNIFIED-SCH-DIST-PART,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-PATHOL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
DEPT-STANFORD-UNIV-SCH-MED,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
VET-AFFAIRS-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-BIOL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-AUSTRALIA,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-MED-NETWORK,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-MED-&-STANFORD-HLTH-CARE,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-LPCH,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
MEDIAX-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CANC-CTR,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-SCH-ME,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
COOPER-UNION-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-PEDIAT-ONCOL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-BIOSTAT,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
PALO-ACTO-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-&-NEUROPACE,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
PALO-ALTO-STANFORD-UNIV,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-HEPL-KIPAC-PHYS,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
STANFORD-UNIV-CDDRL,STANFORD-UNIV,grid.168010.e,Stanford University,243744,Stanford University
UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
HARBOR-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
HARBOR-UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
HARBOR-UNIV-CALIF-LOS-ANGELES-UCLA-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
RONALD-REAGAN-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
DUMONT-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
OLIVE-VIEW-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-HLTH-SYST,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
HARBOR-UNIV-CALIF-LOS-ANGELES-UCLA,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
RONALD-REGAN-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
SANTA-MONICA-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
DAVID-GEFFEN-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
AHMANSON-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
RONALD-REAGAN-UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
SANTA-MONICA-UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-SCH-DENT,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
LOS-ANGELES-CTY-HARBOR-UNIV-CALIF-LOS-ANGELES-MED,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-UCLA,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-OLIVE-VIEW,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-UCLA-HLTH-SYST,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
HARBOR-UCLA-UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-HARBOR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
CEDARS-SINAI-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
RONALD-REAGON-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
AHMANSON-UNIV-CALIF-LOS-ANGELES-UCLA,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-DAVID-GEFF-SCH-MED,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-HLTH,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-ANDERSON-SCH-MANAGEMENT,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
AHMANSON-UNIV-CALIF-LOS-ANGELES-ADULT-CONGENITAL,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-RONALD-REAGAN,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-SCH-PUBL-HLTH,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-ONCOL,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
W-LOS-ANGELES-VA-UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
OLIVE-VIEW-UCLA-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
HARBOR-UNIV-CALIF-LOS-ANGELES-RES-&-EDUC-INST,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
AHMANSON-UCLA-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-UCLA-WINMEC,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
DUMONT-UNIV-CALIF-LOS-ANGELES-LIVER-TRANSPLANT-CT,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-UNDERGRAD-ECON,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
DREW-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-SEMEL-INST-NEUROSCI-&-HUMA,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
RONALD-REAGAN-UCLA-UNIV-CALIF-LOS-ANGELES-MED-CTR,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UCLA-UNIV-CALIF-LOS-ANGELES-HLTH,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-DENT,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
SOUTH-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-TRANSLAT-ONCOL-RES-INT,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
RONALD-REAGAN-UCLA-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-92,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-HARBORVIEW,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
SIMMS-MANN-UNIV-CALIF-LOS-ANGELES,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
UNIV-CALIF-LOS-ANGELES-EXTENS,UNIV-CALIF-LOS-ANGELES,grid.19006.3e,"University of California, Los Angeles",110662,"University of California, Los Angeles"
