carnegie_group,carnegie_tag,topic,expected_dist
r1,not R1,146,0.21899968372800050365
r1,R1,147,0.7812160512494466548
r1,not R1,147,0.21878394875055340105
r1,R1,148,0.78084712543006445815
r1,not R1,148,0.21915287456993563259
r1,R1,149,0.7809834339433351677
r1,not R1,149,0.21901656605666479124
r1,R1,150,0.78107130636245333
r1,not R1,150,0.21892869363754673869
r1,R1,151,0.7810109450516347857
r1,not R1,151,0.21898905494836520957
r1,R1,152,0.7809696730821114936
r1,not R1,152,0.21903032691788852055
r1,R1,153,0.78101589321161470194
r1,not R1,153,0.21898410678838525161
r1,R1,154,0.7807145832475690355
r1,not R1,154,0.219285416752430923
r1,R1,155,0.78097482399063107263
r1,not R1,155,0.21902517600936893175
r1,R1,156,0.7809304322047165138
r1,not R1,156,0.21906956779528348928
r1,R1,157,0.7809459663916929078
r1,not R1,157,0.21905403360830706261
r1,R1,158,0.7808731475039595774
r1,not R1,158,0.21912685249604050907
r1,R1,159,0.78088129983717638986
r1,not R1,159,0.21911870016282357284
r1,R1,160,0.78095223430406448596
r1,not R1,160,0.21904776569593552486
r1,R1,161,0.7810809789009054347
r1,not R1,161,0.21891902109909458886
r1,R1,162,0.7808795194962582506
r1,not R1,162,0.21912048050374175618
r1,R1,163,0.7810125551380005543
r1,not R1,163,0.21898744486199954676
r1,R1,164,0.7806748308538151122
r1,not R1,164,0.21932516914618494897
r1,R1,165,0.78097220393161744423
r1,not R1,165,0.21902779606838247137
r1,R1,166,0.78103488283984242755
r1,not R1,166,0.21896511716015767405
r1,R1,167,0.78093773015766235933
r1,not R1,167,0.21906226984233753943
r1,R1,168,0.7808353167103565153
r1,not R1,168,0.21916468328964351875
r1,R1,169,0.78091204423859263535
r1,not R1,169,0.21908795576140739709
r1,R1,170,0.7809197744122353262
r1,not R1,170,0.21908022558776464872
r1,R1,171,0.7808214185045495313
r1,not R1,171,0.21917858149545038445
r1,R1,172,0.7809730342769547983
r1,not R1,172,0.2190269657230452631
r1,R1,173,0.7807951022158591199
r1,not R1,173,0.21920489778414093752
r1,R1,174,0.7807711695906324801
r1,not R1,174,0.21922883040936753627
r1,R1,175,0.7809431881948192146
r1,not R1,175,0.2190568118051807749
r1,R1,176,0.78112618591251968536
r1,not R1,176,0.21887381408748039301
r1,R1,177,0.78101570595620658556
r1,not R1,177,0.21898429404379334225
r1,R1,178,0.7811420496509314353
r1,not R1,178,0.21885795034906846716
r1,R1,179,0.78076852568853133115
r1,not R1,179,0.21923147431146857793
r1,R1,180,0.78090731058151499313
r1,not R1,180,0.21909268941848502681
r1,R1,181,0.78081972145995014753
r1,not R1,181,0.21918027854004985912
r1,R1,182,0.78086051881512151415
r1,not R1,182,0.21913948118487835867
r1,R1,183,0.7808334793466797562
r1,not R1,183,0.21916652065332019437
r1,R1,184,0.7808006130980348402
r1,not R1,184,0.21919938690196517346
r1,R1,185,0.7806765967923385972
r1,not R1,185,0.21932340320766147322
r1,R1,186,0.78097444347769047875
r1,not R1,186,0.2190255565223094943
r1,R1,187,0.7809037584339727046
r1,not R1,187,0.21909624156602715488
r1,R1,188,0.7809966202733085804
r1,not R1,188,0.21900337972669141629
r1,R1,189,0.78102770395806955274
r1,not R1,189,0.2189722960419303944
r1,R1,190,0.78090317658213826747
r1,not R1,190,0.21909682341786171819
r1,R1,191,0.78090517426079666475
r1,not R1,191,0.21909482573920339068
r1,R1,192,0.7810233533179166714
r1,not R1,192,0.21897664668208328315
r1,R1,193,0.78073543392485428906
r1,not R1,193,0.2192645660751457198
r1,R1,194,0.7807981873833894915
r1,not R1,194,0.21920181261661045355
r1,R1,195,0.78087651688002426625
r1,not R1,195,0.21912348311997575308
r1,R1,196,0.7808302132296801261
r1,not R1,196,0.21916978677031979644
r1,R1,197,0.78096337355095813196
r1,not R1,197,0.21903662644904182623
r1,R1,198,0.7808820684383493307
r1,not R1,198,0.21911793156165070451
r1,R1,199,0.7810704177280524227
r1,not R1,199,0.21892958227194753639
r1,R1,200,0.78098564029307826625
r1,not R1,200,0.21901435970692160541
r1,R1,201,0.7807927877667021245
r1,not R1,201,0.21920721223329781423
r1,R1,202,0.780992943421296111
r1,not R1,202,0.21900705657870392176
r1,R1,203,0.78088465215617313645
r1,not R1,203,0.21911534784382685248
r1,R1,204,0.7809425411312568551
r1,not R1,204,0.21905745886874313141
r1,R1,205,0.78093560103992830536
r1,not R1,205,0.21906439896007164958
r1,R1,206,0.78088320501394561945
r1,not R1,206,0.21911679498605441272
r1,R1,207,0.7809834682721643945
r1,not R1,207,0.21901653172783561853
r1,R1,208,0.7808084319644997686
r1,not R1,208,0.21919156803550030837
r1,R1,209,0.7808651864663805916
r1,not R1,209,0.21913481353361947341
r1,R1,210,0.78093502007068552615
r1,not R1,210,0.21906497992931458367
r1,R1,211,0.7807773888277437753
r1,not R1,211,0.21922261117225618289
r1,R1,212,0.78093228674953365354
r1,not R1,212,0.21906771325046630725
r1,R1,213,0.7808565365273533515
r1,not R1,213,0.21914346347264661371
r1,R1,214,0.78092211501608015914
r1,not R1,214,0.21907788498391988495
r1,R1,215,0.7808468906267745294
r1,not R1,215,0.21915310937322534685
r1,R1,216,0.7809957527142237508
r1,not R1,216,0.21900424728577628375
r1,R1,217,0.7809668531374423802
r1,not R1,217,0.21903314686255757649
r1,R1,218,0.7809604871799691475
r1,not R1,218,0.21903951282003093309
r1,R1,219,0.7809358259013868461
r1,not R1,219,0.21906417409861314328
r1,R1,220,0.78085591262780885383
r1,not R1,220,0.21914408737219117568
r1,R1,221,0.7810895813034247805
r1,not R1,221,0.21891041869657528243
r1,R1,222,0.7808178508670662669
r1,not R1,222,0.21918214913293380907
r1,R1,223,0.780993601698569782
r1,not R1,223,0.21900639830143018708
r1,R1,224,0.7810766815349898597
r1,not R1,224,0.21892331846501016793
r1,R1,225,0.781078370144119441
r1,not R1,225,0.21892162985588048006
r1,R1,226,0.7807465626575903117
r1,not R1,226,0.2192534373424097114
r1,R1,227,0.78100273061599158857
r1,not R1,227,0.21899726938400846101
r1,R1,228,0.78083913551861003626
r1,not R1,228,0.21916086448138981892
r1,R1,229,0.7808073366556895081
r1,not R1,229,0.21919266334431051006
r1,R1,230,0.7809387956680226602
r1,not R1,230,0.21906120433197729427
r1,R1,231,0.780974891722658206
r1,not R1,231,0.21902510827734167104
r1,R1,232,0.7809703017585534581
r1,not R1,232,0.21902969824144645672
r1,R1,233,0.7806717439933498362
r1,not R1,233,0.2193282560066501573
r1,R1,234,0.78104615806379751834
r1,not R1,234,0.21895384193620245868
r1,R1,235,0.78094500916121874847
r1,not R1,235,0.21905499083878122374
r1,R1,236,0.7808790071651809514
r1,not R1,236,0.21912099283481917489
r1,R1,237,0.7810292558862777366
r1,not R1,237,0.21897074411372217648
r1,R1,238,0.7808724864833450488
r1,not R1,238,0.2191275135166549302
r1,R1,239,0.78093528725746040484
r1,not R1,239,0.21906471274253955413
r1,R1,240,0.7808963429146700442
r1,not R1,240,0.21910365708532993677
r1,R1,241,0.7808645558539165734
r1,not R1,241,0.21913544414608336179
r1,R1,242,0.78093443069664490903
r1,not R1,242,0.21906556930335502582
r1,R1,243,0.7808842445252083378
r1,not R1,243,0.21911575547479163915
r1,R1,244,0.780962342024173156
r1,not R1,244,0.2190376579758268376
r1,R1,245,0.7811012629894579652
r1,not R1,245,0.21889873701054207697
r1,R1,246,0.78088898560866046175
r1,not R1,246,0.2191110143913395425
r1,R1,247,0.7808885861873096762
r1,not R1,247,0.21911141381269032189
r1,R1,248,0.7809206085727849088
r1,not R1,248,0.21907939142721501716
r1,R1,249,0.78091929180452835133
r1,not R1,249,0.21908070819547167677
r1,R1,250,0.7809193873506406883
r1,not R1,250,0.21908061264935925286
r1,R1,251,0.78095980278397699896
r1,not R1,251,0.21904019721602296315
r1,R1,252,0.78099520748548778
r1,not R1,252,0.21900479251451215059
r1,R1,253,0.7808681329874421416
r1,not R1,253,0.21913186701255782234
r1,R1,254,0.78097340761591343885
r1,not R1,254,0.21902659238408647333
r1,R1,255,0.78107455611987381896
r1,not R1,255,0.21892544388012624294
r1,R1,256,0.7808963234810678606
r1,not R1,256,0.21910367651893216931
r1,R1,257,0.7808801449606234283
r1,not R1,257,0.21911985503937642477
r1,R1,258,0.78090435465543233057
r1,not R1,258,0.21909564534456761277
r1,R1,259,0.7808670727758554566
r1,not R1,259,0.21913292722414449271
r1,R1,260,0.78093049280570570985
r1,not R1,260,0.21906950719429427066
r1,R1,261,0.7809082547705379786
r1,not R1,261,0.21909174522946212037
r1,R1,262,0.7809823946842487938
r1,not R1,262,0.21901760531575124717
r1,R1,263,0.7810122749737149699
r1,not R1,263,0.21898772502628495372
r1,R1,264,0.7809165567262350975
r1,not R1,264,0.219083443273764853
r1,R1,265,0.7809572301063696369
r1,not R1,265,0.21904276989363036713
r1,R1,266,0.7810673383876433183
r1,not R1,266,0.21893266161235669906
r1,R1,267,0.78089482536174046847
r1,not R1,267,0.21910517463825944283
r1,R1,268,0.78084188974225898273
r1,not R1,268,0.21915811025774094718
r1,R1,269,0.7810160502845193341
r1,not R1,269,0.21898394971548058253
r1,R1,270,0.7810048660083755795
r1,not R1,270,0.21899513399162437938
r1,R1,271,0.7809345963083103547
r1,not R1,271,0.21906540369168965598
r1,R1,272,0.78091493106761321894
r1,not R1,272,0.21908506893238673332
r1,R1,273,0.78098845432321999376
r1,not R1,273,0.2190115456767800088
r1,R1,274,0.7810543969056563944
r1,not R1,274,0.21894560309434361601
r1,R1,275,0.7808995255673923109
r1,not R1,275,0.21910047443260761868
r1,R1,276,0.78094961924389786565
r1,not R1,276,0.21905038075610221214
r1,R1,277,0.7808752865481562554
r1,not R1,277,0.21912471345184362635
r1,R1,278,0.78086125787651446237
r1,not R1,278,0.21913874212348553667
r1,R1,279,0.7808332432030741567
r1,not R1,279,0.2191667567969258557
r1,R1,280,0.78108199096006645867
r1,not R1,280,0.21891800903993358988
r1,R1,281,0.78086829304141615717
r1,not R1,281,0.219131706958583795
r1,R1,282,0.7808472076635196565
r1,not R1,282,0.21915279233648031582
r1,R1,283,0.78100327906505432896
r1,not R1,283,0.21899672093494569752
r1,R1,284,0.7809901981908942804
r1,not R1,284,0.21900980180910570584
r1,R1,285,0.78089729421588729665
r1,not R1,285,0.21910270578411277366
r1,R1,286,0.78106357636391897115
r1,not R1,286,0.21893642363608107056
r1,R1,287,0.7807858725526844551
r1,not R1,287,0.21921412744731549486
r1,R1,288,0.78094072080094950096
r1,not R1,288,0.21905927919905046051
r1,R1,289,0.78096168179621753923
r1,not R1,289,0.21903831820378245283
r1,R1,290,0.78071656195850878593
r1,not R1,290,0.21928343804149125466
r1,R1,291,0.78096924806754145117
r1,not R1,291,0.21903075193245846138
r1,R1,292,0.7809560601379062308
r1,not R1,292,0.21904393986209373888
r1,R1,293,0.78092793540847850903
r1,not R1,293,0.2190720645915215676
r1,R1,294,0.78083906785051209707
r1,not R1,294,0.21916093214948788953
r1,R1,295,0.78085568272944124287
r1,not R1,295,0.21914431727055876613
r1,R1,296,0.78094410243807732097
r1,not R1,296,0.2190558975619226476
r1,R1,297,0.78090124414406622403
r1,not R1,297,0.21909875585593366214
r1,R1,298,0.780993465136593742
r1,not R1,298,0.21900653486340623414
r1,R1,299,0.7807342921984726818
r1,not R1,299,0.21926570780152738707
r1,R1,300,0.7809560339335312918
r1,not R1,300,0.2190439660664687614
control,private_fp,1,0.00015949398878421802611
control,private_nfp,1,0.33411120744341634708
control,public,1,0.66572929856779941153
control,private_fp,2,0.00015899296640913415047
control,private_nfp,2,0.3341741045917417235
control,public,2,0.66566690244184919335
control,private_fp,3,0.00015963802788340623533
control,private_nfp,3,0.3341618227290644907
control,public,3,0.6656785392430520432
control,private_fp,4,0.00015916476722850835517
control,private_nfp,4,0.3342006417373150502
control,public,4,0.6656401934954563232
control,private_fp,5,0.00015907376787260039464
control,private_nfp,5,0.33415557258946197236
control,public,5,0.6656853536426653054
control,private_fp,6,0.00015880684769932105036
control,private_nfp,6,0.3342607140792023727
control,public,6,0.66558047907309837146
control,private_fp,7,0.00015881106225306215723
control,private_nfp,7,0.33434361374029919378
control,public,7,0.6654975751974477568
control,private_fp,8,0.00015866438502484312923
control,private_nfp,8,0.33448929282569309567
control,public,8,0.6653520427892821095
control,private_fp,9,0.00015877656207773704485
control,private_nfp,9,0.3342545581569229089
control,public,9,0.66558666528099934273
control,private_fp,10,0.00015856022425471960009
control,private_nfp,10,0.33430257361227075916
control,public,10,0.66553886616347450336
control,private_fp,11,0.00015885695933259429383
control,private_nfp,11,0.33426130960914937718
control,public,11,0.6655798334315179835
control,private_fp,12,0.00015842187786739954477
control,private_nfp,12,0.33433940638952278917
control,public,12,0.6655021717326097653
control,private_fp,13,0.00015896227112168121865
control,private_nfp,13,0.33422763927279043313
control,public,13,0.66561339845608784364
control,private_fp,14,0.0001585966666317987442
control,private_nfp,14,0.3345014053250593526
control,public,14,0.66533999800830870183
control,private_fp,15,0.00015848106092477207737
control,private_nfp,15,0.33448695121411888494
control,public,15,0.66535456772495644165
control,private_fp,16,0.00015898676656291294952
control,private_nfp,16,0.33419105942112612283
control,public,16,0.6656499538123108406
control,private_fp,17,0.00015862166815999773812
control,private_nfp,17,0.3344215461155821695
control,public,17,0.6654198322162577431
control,private_fp,18,0.00015891306173597181577
control,private_nfp,18,0.33419287462417834693
control,public,18,0.6656482123140856783
control,private_fp,19,0.00015889469631613342337
control,private_nfp,19,0.3342473304601362416
control,public,19,0.6655937748435476949
control,private_fp,20,0.00015909901945267329597
control,private_nfp,20,0.33385724669833113926
control,public,20,0.6659836542822162262
control,private_fp,21,0.00015902059833092555184
control,private_nfp,21,0.3342352889980775104
control,public,21,0.6656056904035916764
control,private_fp,22,0.00015915108115594014294
control,private_nfp,22,0.33405389388591843333
control,public,22,0.66578695503292566844
control,private_fp,23,0.0001587128601119545622
control,private_nfp,23,0.33421154429660953082
control,public,23,0.66562974284327840543
control,private_fp,24,0.00015837843665111713984
control,private_nfp,24,0.3343874571908009715
control,public,24,0.665454164372547929
control,private_fp,25,0.00015919189065188918548
control,private_nfp,25,0.33421932470529012692
control,public,25,0.6656214834040579782
control,private_fp,26,0.00015891424406762242267
control,private_nfp,26,0.33423225171633358984
control,public,26,0.6656088340395987717
control,private_fp,27,0.00015791236658137311906
control,private_nfp,27,0.3346579465549421421
control,public,27,0.66518414107847644425
control,private_fp,28,0.00015918755479841759192
control,private_nfp,28,0.334106038487683925
control,public,28,0.66573477395751772754
control,private_fp,29,0.00015904529397039050994
control,private_nfp,29,0.33415617637263649614
control,public,29,0.6656847783333930612
control,private_fp,30,0.00015973537910095758755
control,private_nfp,30,0.3338929187841186014
control,public,30,0.6659473458367803384
control,private_fp,31,0.00015881749934807302588
control,private_nfp,31,0.33431664434162233502
control,public,31,0.6655245381590295876
control,private_fp,32,0.00015898262656793334399
control,private_nfp,32,0.3341932762339625783
control,public,32,0.6656477411394693379
control,private_fp,33,0.00015911246392163744562
control,private_nfp,33,0.3342678042083172686
control,public,33,0.6655730833277610529
control,private_fp,34,0.00015856534565548285657
control,private_nfp,34,0.334509895447721729
control,public,34,0.66533153920662277696
control,private_fp,35,0.00015886974324539325549
control,private_nfp,35,0.33418633916893863766
control,public,35,0.6656547910878160119
control,private_fp,36,0.00015841246280968812554
control,private_nfp,36,0.33429767240483367752
control,public,36,0.6655439151323565938
control,private_fp,37,0.00015894053932522316041
control,private_nfp,37,0.33409813996511130812
control,public,37,0.6657429194955634136
control,private_fp,38,0.00015848357089829533489
control,private_nfp,38,0.33447316647379817282
control,public,38,0.66536834995530355955
control,private_fp,39,0.0001589225693088527253
control,private_nfp,39,0.33421454876151416625
control,public,39,0.66562652866917701113
control,private_fp,40,0.00015857671558120232535
control,private_nfp,40,0.33431894701904158222
control,public,40,0.66552247626537723574
control,private_fp,41,0.00015931251662964225503
control,private_nfp,41,0.33410469595213951032
control,public,41,0.66573599153123097977
control,private_fp,42,0.00015884817902050655155
control,private_nfp,42,0.33410496364215727837
control,public,42,0.66573618817882218563
control,private_fp,43,0.0001589811425412594885
control,private_nfp,43,0.3344434323964113043
control,public,43,0.66539758646104749313
control,private_fp,44,0.00015903467093574238228
control,private_nfp,44,0.33404485193151517314
control,public,44,0.6657961133975491429
control,private_fp,45,0.00015782687273819084199
control,private_nfp,45,0.33452029459295993814
control,public,45,0.6653218785343019458
control,private_fp,46,0.00015897887691791249714
control,private_nfp,46,0.33413548391464953363
control,public,46,0.665705537208432493
control,private_fp,47,0.0001596961813560872078
control,private_nfp,47,0.333981853838637962
control,public,47,0.66585844998000595906
control,private_fp,48,0.00015879768631930339938
control,private_nfp,48,0.33435583145042585887
control,public,48,0.6654853708632549518
control,private_fp,49,0.0001595981509878356478
control,private_nfp,49,0.33380769590384582287
control,public,49,0.6660327059451663123
control,private_fp,50,0.00015901853686800916873
control,private_nfp,50,0.3342213290914330046
control,public,50,0.6656196523716988851
control,private_fp,51,0.00015880810672205655601
control,private_nfp,51,0.33422171916810704668
control,public,51,0.6656194727251709142
control,private_fp,52,0.00015928707428799066167
